,TARGET,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_WORK_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START
148929,0,0,225000,942300,27679.5,675000,0.018801,-15512,-422,-4198,-4936,0,2,9
148930,0,1,225000,130824,8869.5,103500,0.020713,-10613,-2600,-5043,-3237,0,3,8
148931,0,0,243000,1800000,62698.5,1800000,0.018209,-12538,-212,-1610,-2002,0,3,8
148932,0,0,216000,835380,33259.5,675000,0.025164,-19820,-7147,-5061,-2737,1,2,15
148934,0,0,225000,900000,29164.5,900000,0.011657,-10615,-2188,-1731,-3187,0,1,17
148936,0,0,135000,545040,26509.5,450000,0.006305,-9294,-1259,-814,-1927,0,3,12
148938,0,0,135000,808650,26086.5,675000,0.010032,-18008,-1596,-7827,-1560,1,2,5
148939,0,0,225000,135000,6750,135000,0.04622,-17427,-2953,-4397,-931,1,1,16
148940,0,0,157500,1343601,57055.5,1152000,0.00712,-14232,-2514,-4993,-4376,0,2,10
148941,0,0,765000,805500,41256,805500,0.018801,-16617,-2454,-231,-167,1,2,16
148942,0,0,121500,109008,8739,90000,0.028663,-18740,-6079,-8577,-2285,1,2,9
148943,0,0,135000,497520,33246,450000,0.006233,-13821,-108,-985,-4688,0,2,14
148944,0,0,112500,331632,37548,315000,0.030755,-10619,-1062,-5176,-553,1,2,11
148945,1,0,112500,819792,39438,720000,0.0105,-16341,-814,-9864,-4087,0,3,14
148947,0,1,315000,573628.5,24435,463500,0.020713,-12153,-1864,-70,-398,0,3,8
148948,0,0,225000,450000,22990.5,450000,0.04622,-21463,365243,-851,-2046,0,1,15
148949,0,0,101250,781920,25969.5,675000,0.003069,-21433,365243,-11842,-3757,0,3,10
148950,0,0,292500,1035000,30262.5,1035000,0.01885,-14055,-320,-4399,-4409,0,2,18
148951,0,0,157500,904500,38452.5,904500,0.028663,-15289,-8238,-3026,-4302,0,2,13
148952,0,0,225000,315000,31284,315000,0.010006,-17683,-1068,-2637,-1217,0,2,8
148953,0,0,202500,1546020,45198,1350000,0.025164,-15955,-2235,-5574,-3822,1,2,9
148954,0,0,90000,254700,24939,225000,0.025164,-24548,365243,-6913,-4801,0,2,10
148956,0,0,157500,479578.5,28980,414000,0.008068,-11005,-1587,-1423,-2253,0,3,12
148957,0,0,166500,891072,39379.5,720000,0.010006,-22514,365243,-5845,-4509,0,2,16
148958,0,1,180000,874152,45391.5,810000,0.007114,-12524,-1138,-4848,-4232,0,2,13
148959,0,1,225000,1042560,40702.5,900000,0.010032,-13525,-1062,-4495,-4387,0,2,4
148960,0,0,205200,755190,38686.5,675000,0.0228,-14871,-269,-1812,-4037,0,2,9
148961,0,1,180000,450000,27324,450000,0.01452,-10988,-147,-4584,-3595,0,2,8
148962,0,0,148500,312768,15043.5,270000,0.003122,-18490,-6023,-5193,-2035,1,3,9
148963,0,1,315000,1042560,34587,900000,0.020246,-16149,-1277,-9011,-4166,0,3,6
148964,0,0,225000,824823,24246,688500,0.008575,-22325,-344,-13360,-4830,0,2,12
148965,0,0,103500,234000,17086.5,234000,0.019101,-13433,-240,-7433,-4028,1,2,11
148966,0,0,176400,247275,19953,225000,0.011703,-18917,365243,-1236,-2477,0,2,10
148967,0,2,211500,755190,36459,675000,0.009334,-16641,-7135,-17,-181,0,2,9
148968,0,0,225000,835380,40320,675000,0.011657,-18218,-1595,-3487,-1775,0,1,17
148969,0,2,270000,1014790.5,56794.5,913500,0.020713,-14904,-2315,-8776,-4529,0,3,6
148970,0,0,67500,675000,21906,675000,0.026392,-15457,-3133,-7115,-4477,1,2,17
148971,0,0,135000,601470,32760,450000,0.006296,-9174,-1604,-3444,-1854,0,3,9
148972,0,0,225000,633730.5,28044,504000,0.031329,-18205,-2430,-11179,-1742,0,2,9
148973,1,1,157500,285723,22108.5,238500,0.025164,-11265,-1886,-11234,-714,1,2,11
148974,0,0,99000,1144053,33448.5,999000,0.019101,-21082,365243,-8420,-4646,0,2,17
148975,0,0,630000,935640,96003,900000,0.072508,-11335,-2100,-6172,-3589,0,1,13
148976,0,0,202500,675000,24930,675000,0.01452,-16914,-978,-7832,-446,0,2,13
148977,0,0,157500,450000,22500,450000,0.009549,-23156,-892,-1805,-2966,0,2,9
148978,0,2,117000,101880,10206,90000,0.016612,-14488,-3223,-2221,-2375,0,2,16
148979,0,0,103500,1350000,37255.5,1350000,0.009334,-20123,365243,-181,-3481,0,2,11
148981,0,2,67500,202500,10125,202500,0.018801,-11264,-794,-224,-2586,0,2,7
148982,0,0,112500,755190,33394.5,675000,0.00733,-18936,-108,-3812,-2490,0,2,13
148983,0,1,180000,134775,6880.5,112500,0.008019,-13144,-4336,-3495,-3955,0,2,13
148984,0,0,193950,261000,11187,261000,0.0228,-15917,-1681,-4624,-4314,0,2,8
148985,0,0,90000,1252278,36747,1093500,0.020713,-17708,-238,-2052,-1258,0,3,11
148986,0,1,112500,495000,39240,495000,0.018209,-12197,-2581,-3088,-3079,0,3,11
148987,0,0,225000,728460,57555,675000,0.028663,-14954,-2922,-2146,-4125,1,2,8
148988,0,0,90000,432661.5,19188,373500,0.018029,-9676,-1836,-887,-2337,0,3,6
148989,0,0,135000,647046,21001.5,463500,0.018634,-19540,-4366,-7886,-3087,0,2,14
148990,1,0,72000,817560,29362.5,675000,0.020713,-18285,-7745,-4019,-1787,1,3,7
148991,1,0,157500,579942,45949.5,495000,0.010147,-10499,-616,-5312,-3166,1,2,16
148992,0,0,216000,161730,11632.5,135000,0.0105,-18500,-675,-742,-2033,1,3,11
148993,0,0,157500,502497,30051,454500,0.025164,-23659,365243,-13646,-5204,0,2,12
148994,0,0,144000,178290,19048.5,157500,0.003813,-9940,-701,-4823,-2479,0,2,11
148995,0,0,45000,225000,23184,225000,0.026392,-21063,365243,-9248,-4547,0,2,12
148997,0,2,144000,675000,25015.5,675000,0.028663,-11230,-1838,-745,-3655,0,2,16
148998,1,0,180000,592560,31153.5,450000,0.00702,-15145,-1611,-1175,-982,0,2,17
148999,0,1,135000,225000,11250,225000,0.010966,-15328,-2412,-1416,-4468,0,2,13
149000,0,2,225000,450000,22500,450000,0.04622,-13707,-388,-7475,-4670,0,1,10
149001,0,0,90000,148500,11731.5,148500,0.018209,-15262,-3794,-9404,-207,1,3,10
149002,1,0,202500,382500,30348,382500,0.028663,-10775,-662,-3375,-3451,0,2,11
149003,0,0,225000,1256400,36864,900000,0.020713,-21825,-14198,-10448,-4932,0,3,9
149004,0,0,202500,95940,10201.5,90000,0.010006,-9410,-317,-422,-1827,0,2,9
149005,0,0,157500,942300,27679.5,675000,0.022625,-21403,-3055,-8420,-4550,1,2,16
149006,0,0,211500,905688,25956,756000,0.016612,-14630,-3728,-6294,-4797,0,2,13
149007,0,0,121500,254700,14751,225000,0.007274,-13396,-352,-5806,-5811,0,2,15
149008,0,1,135000,299772,20160,247500,0.006008,-16243,-116,-831,-4495,0,2,16
149009,0,0,67500,916470,26797.5,765000,0.008019,-19467,-2744,-1704,-3023,0,2,16
149010,0,2,247500,603792,23526,504000,0.008866,-13425,-758,-7421,-4263,0,2,17
149011,0,0,157500,198000,13360.5,198000,0.007274,-15223,-4430,-6879,-412,0,2,17
149012,1,0,135000,302206.5,16524,229500,0.019689,-16809,-2262,-132,-361,0,2,8
149013,0,0,112500,765000,22365,765000,0.010643,-17365,-4680,-3990,-904,1,2,13
149014,0,0,135000,283419,15952.5,234000,0.006305,-22906,365243,-5609,-4158,0,3,8
149016,0,0,153000,486459,17604,342000,0.020713,-21515,365243,-7173,-4706,0,3,10
149017,0,1,121500,192528,9495,126000,0.035792,-18969,-8331,-7946,-2522,0,2,16
149018,0,0,270000,2115000,55791,2115000,0.028663,-22030,365243,-5047,-4682,0,2,11
149019,0,0,180000,518562,25078.5,463500,0.025164,-20901,365243,-6198,-4334,0,2,12
149020,0,0,69750,585000,18999,585000,0.02461,-15943,-4617,-4669,-3931,1,2,12
149021,0,0,126000,239850,23719.5,225000,0.00823,-20630,-7591,-2090,-4131,1,2,12
149022,0,2,211500,753840,22041,540000,0.019101,-12026,-3429,-369,-4236,0,2,14
149023,0,1,157500,225000,16371,225000,0.018209,-10523,-860,-927,-842,1,3,10
149024,0,0,315000,180000,9000,180000,0.011657,-13282,-1518,-1908,-2845,1,1,12
149026,0,1,180000,573943.5,29434.5,513000,0.04622,-10929,-1351,-4995,-3380,0,1,14
149027,0,0,146250,544491,15916.5,454500,0.018801,-21982,365243,-6853,-4103,0,2,11
149030,0,1,225000,450000,23692.5,450000,0.0228,-12783,-1099,-905,-4738,0,2,11
149031,0,0,270000,1078200,38200.5,900000,0.025164,-15606,-182,-427,-4479,0,2,8
149032,0,1,180000,808650,26086.5,675000,0.008019,-18884,-7079,-8055,-2366,0,2,10
149033,0,0,180000,346500,26037,346500,0.026392,-11312,-420,-963,-2615,1,2,13
149034,0,0,337500,1077061.5,31621.5,940500,0.011657,-22134,-1018,-3428,-4557,0,1,12
149036,0,0,202500,1440000,133254,1440000,0.005084,-21858,365243,-12639,-4842,0,2,14
149037,0,1,180000,1174090.5,49873.5,1080000,0.020713,-11099,-118,-5101,-1979,0,3,13
149038,0,1,121500,545040,25407,450000,0.015221,-9967,-1809,-905,-2232,1,2,13
149039,0,0,76500,148500,11731.5,148500,0.030755,-10752,-3593,-4851,-3382,0,2,14
149040,0,1,67500,152820,10341,135000,0.018209,-16553,-1106,-79,-110,0,3,8
149041,0,1,135000,571446,18562.5,477000,0.005084,-13333,365243,-3338,-4130,0,2,10
149042,0,0,157500,1061599.5,31171.5,927000,0.008866,-21369,365243,-1969,-4894,0,2,13
149043,0,2,202500,675000,28975.5,675000,0.025164,-13277,-636,-1420,-4010,1,2,10
149044,0,1,192600,1195407,39636,1071000,0.005144,-15490,-671,-9066,-3027,0,2,12
149045,0,0,135000,1078200,31653,900000,0.003813,-15331,-2829,-1208,-4337,0,2,13
149046,0,0,112500,67500,4257,67500,0.019101,-22691,365243,-10396,-4881,0,2,15
149047,0,1,270000,405000,20250,405000,0.031329,-21774,-3677,-7139,-3758,0,2,14
149048,0,0,202500,1546020,45333,1350000,0.006671,-14201,-1386,-3486,-4234,0,2,13
149049,0,2,94500,247500,12375,247500,0.018209,-11446,-193,-5056,-3587,0,3,6
149053,0,0,315000,2025000,53550,2025000,0.032561,-20050,-3320,-14113,-3575,0,1,17
149054,0,2,180000,684000,20128.5,684000,0.031329,-11931,-2858,-1156,-3320,0,2,13
149055,0,1,270000,667237.5,24097.5,576000,0.010643,-17635,-2028,-7177,-1171,0,2,11
149057,0,2,45000,170640,8428.5,135000,0.02461,-12590,-1844,-809,-4783,1,2,10
149058,0,1,135000,304933.5,24088.5,225000,0.010032,-14184,-3398,-78,-1000,1,2,10
149059,0,0,112500,215640,11137.5,180000,0.030755,-14637,-3052,-3220,-4152,1,2,11
149060,0,0,270000,675000,41427,675000,0.020713,-16060,-2632,-146,-2532,0,3,13
149061,0,0,76500,225000,10620,225000,0.026392,-9902,-107,-4573,-2578,1,2,12
149063,0,0,157500,819792,44604,720000,0.030755,-20823,365243,-13301,-4279,0,2,13
149064,0,0,315000,846000,38358,846000,0.026392,-11606,-623,-1400,-3516,0,2,19
149065,0,2,270000,545040,26509.5,450000,0.010006,-17562,-3488,-2932,-1117,0,2,15
149066,0,0,270000,578979,22050,517500,0.035792,-9691,-188,-4519,-2059,0,2,11
149068,0,0,315000,2250000,83515.5,2250000,0.072508,-22772,365243,-11087,-4206,0,1,15
149069,0,0,121500,796500,33876,796500,0.028663,-21580,365243,-6404,-4645,0,2,10
149070,0,0,135000,291384,20853,270000,0.030755,-15660,-5676,-7488,-4566,0,2,16
149071,0,0,166500,447768,28615.5,405000,0.010966,-19643,-5719,-3324,-3039,1,2,13
149072,0,1,247500,728460,38938.5,675000,0.072508,-13055,-1319,-295,-199,0,1,14
149073,0,0,103500,202500,10125,202500,0.00733,-20578,365243,-503,-3859,0,2,9
149074,0,0,225000,450000,24543,450000,0.018209,-17914,-165,-3793,-1456,1,3,18
149075,0,0,67500,1125000,47664,1125000,0.028663,-23602,365243,-1621,-4863,0,2,14
149077,0,0,180000,1267038,53680.5,1165500,0.018801,-9310,-460,-3824,-1994,0,2,8
149078,0,1,202500,1042560,34456.5,900000,0.028663,-17801,-1024,-5292,-1354,0,2,13
149079,0,0,126000,127350,12532.5,112500,0.04622,-25002,-2807,-9246,-4946,0,1,13
149080,0,1,180000,622413,33894,495000,0.030755,-10449,-348,-1233,-1241,0,2,10
149081,0,1,112500,835380,40320,675000,0.016612,-10290,-795,-8044,-2191,0,2,14
149082,0,2,67500,71955,8248.5,67500,0.028663,-15435,-1801,-1636,-4967,1,2,13
149083,0,0,225000,1005120,29520,720000,0.019689,-17832,-885,-11963,-1223,0,2,8
149084,0,0,270000,1006920,45499.5,900000,0.00733,-16078,-1273,-8787,-4126,0,2,14
149085,0,0,112500,180000,9000,180000,0.020713,-7879,-1233,-6768,-556,0,3,11
149086,0,0,220500,157500,14575.5,157500,0.018209,-13205,-1104,-6972,-3903,0,3,10
149087,1,0,112500,808650,23305.5,675000,0.006207,-22490,365243,-12081,-4249,0,2,12
149088,0,0,99000,1046142,30717,913500,0.028663,-17391,365243,-8113,-917,0,2,13
149089,0,0,45000,284400,8752.5,225000,0.019689,-22114,365243,-4376,-4388,0,2,10
149091,0,0,180000,346500,22558.5,346500,0.028663,-21721,-719,-1620,-1085,1,2,11
149092,0,1,112500,665892,21609,477000,0.022625,-14360,-2903,-3207,-4016,0,2,12
149093,0,1,180000,376078.5,14305.5,310500,0.010643,-15863,-9092,-9909,-4992,0,2,11
149094,0,0,54000,384048,17901,270000,0.011657,-18320,-1145,-490,-469,0,1,11
149095,0,0,171000,497520,25758,450000,0.002506,-9725,-414,-1154,-2127,1,2,6
149096,0,1,202500,665892,25933.5,477000,0.018029,-13452,-2498,-5296,-5127,0,3,6
149097,0,1,216000,536917.5,28606.5,463500,0.020713,-20324,-5313,-7495,-2857,0,3,14
149098,0,0,171000,1125000,32895,1125000,0.028663,-23244,365243,-1904,-4340,0,2,11
149099,0,1,112500,675000,29731.5,675000,0.035792,-16837,-801,-2729,-374,0,2,11
149100,0,0,67500,450000,11871,450000,0.010643,-15661,-1717,-9758,-4137,0,2,12
149101,1,1,202500,427500,21375,427500,0.00702,-11775,-1591,-3723,-4465,0,2,18
149102,0,0,135000,380533.5,23125.5,328500,0.016612,-16732,-2372,-230,-290,0,2,16
149103,0,0,270000,1282500,41373,1282500,0.04622,-15329,-1534,-4557,-5609,0,1,13
149104,0,0,117000,868797,34456.5,702000,0.025164,-21014,-3370,-11219,-4358,0,2,12
149105,0,0,225000,225000,23755.5,225000,0.04622,-22723,-1087,-14360,-4325,0,1,10
149108,0,0,225000,757413,32220,612000,0.025164,-19956,-2482,-9826,-3466,0,2,9
149109,1,0,157500,327024,25965,270000,0.01885,-14094,-1524,-1591,-4129,0,2,9
149110,0,3,202500,526491,19039.5,454500,0.032561,-13853,-3207,-839,-4621,0,1,15
149111,0,0,180000,1057266,47295,945000,0.002042,-19221,-1243,-8851,-2706,0,3,14
149112,0,0,144000,549882,17869.5,459000,0.00702,-21001,365243,-4201,-4348,0,2,10
149113,0,1,67500,207306,10714.5,148500,0.019689,-13467,-2401,-1428,-3716,0,2,13
149114,0,0,150750,284256,33862.5,270000,0.035792,-19123,-780,-7540,-2677,0,2,16
149115,0,0,45000,343800,12348,225000,0.031329,-20431,365243,-7749,-3977,0,2,6
149116,0,0,222750,500211,26649,463500,0.00496,-21758,365243,-13053,-4558,0,2,13
149117,0,0,135000,450000,25128,450000,0.002506,-23302,365243,-12957,-4270,0,2,9
149120,0,0,112500,1113399,45477,945000,0.022625,-9118,-978,-2006,-440,0,2,17
149121,0,1,157500,450000,22500,450000,0.035792,-15223,-1900,-7951,-4203,0,2,11
149122,1,1,126000,182448,16861.5,157500,0.030755,-18773,-508,-1338,-2221,0,2,16
149123,0,1,171000,735052.5,35491.5,657000,0.031329,-18254,365243,-8949,-1769,0,2,10
149124,0,0,135000,485640,41674.5,450000,0.010032,-19009,-1221,-8442,-1278,0,2,8
149125,1,1,90000,545040,25537.5,450000,0.01452,-10074,-1574,-10074,-433,1,2,14
149126,0,0,202500,1800000,62568,1800000,0.04622,-20998,-2221,-10177,-4357,0,1,17
149127,0,0,135000,474048,21010.5,360000,0.01885,-9925,-518,-9907,-2264,0,2,16
149128,0,0,136620,582228,16011,486000,0.072508,-19801,-3044,-3270,-3352,1,1,19
149129,0,0,225000,900000,45954,900000,0.010006,-18103,-748,-9731,-1654,1,2,19
149131,0,0,157500,523597.5,21451.5,468000,0.035792,-19027,-125,-8998,-2551,0,2,16
149132,0,1,81000,101880,11101.5,90000,0.002506,-10592,-637,-8081,-919,0,2,4
149133,0,0,112500,792162,40576.5,630000,0.006852,-22858,-204,-73,-601,0,3,12
149134,0,0,180000,900000,45954,900000,0.002506,-16235,-4123,-4671,-4671,1,2,10
149135,0,1,112500,225000,11250,337500,0.022625,-16004,-9270,-9372,-4289,0,2,12
149136,0,0,112500,864000,27868.5,864000,0.028663,-19339,-140,-6700,-77,0,2,9
149137,0,1,90000,157500,7875,157500,0.016612,-12429,-695,-4418,-2559,1,2,12
149138,0,0,135000,441481.5,24781.5,364500,0.035792,-22179,-3282,-6547,-3884,0,2,9
149139,0,0,135000,1345500,37129.5,1345500,0.026392,-16629,-1091,-7028,-174,0,2,14
149140,0,0,126000,360000,19660.5,360000,0.030755,-18890,-924,-12901,-2088,1,2,10
149141,0,1,90000,315000,12127.5,315000,0.010276,-10554,-2360,-4796,-1635,0,2,18
149142,0,0,144000,518562,19345.5,463500,0.008625,-23956,365243,-5778,-4623,0,2,16
149143,0,2,157500,288873,22950,238500,0.020246,-12951,-5111,-429,-4879,0,3,7
149144,0,0,99000,188460,9751.5,135000,0.031329,-18579,-3223,-2819,-2122,0,2,12
149145,0,0,144000,321574.5,15768,265500,0.010032,-13121,-2567,-255,-4117,0,2,10
149146,0,2,202500,1257430.5,36895.5,1098000,0.011703,-14308,-949,-6728,-4278,0,2,16
149147,0,0,243000,573628.5,24304.5,463500,0.035792,-17185,-8921,-9074,-732,0,2,12
149148,0,0,144000,497520,36202.5,450000,0.00963,-19678,-2683,-9594,-3106,1,2,12
149149,0,1,112500,391090.5,21343.5,297000,0.006852,-12935,-347,-3622,-3656,0,3,9
149150,0,0,270000,900000,45000,900000,0.030755,-12803,-1141,-135,-1507,0,2,13
149151,0,0,72000,508495.5,20164.5,454500,0.008019,-22058,365243,-10664,-4960,0,2,17
149152,0,0,315000,512995.5,36612,454500,0.035792,-16535,-674,-1039,-59,0,2,16
149153,0,0,211500,659610,19417.5,472500,0.018634,-18553,-3452,-6649,-2079,0,2,10
149155,0,0,31500,95940,9472.5,90000,0.00712,-25046,365243,-12312,-4594,0,2,12
149156,1,1,450000,1170400.5,49716,1003500,0.032561,-14004,-337,-7686,-3947,0,1,13
149159,0,0,157500,1256400,36864,900000,0.032561,-18144,-11063,-7438,-1684,0,1,12
149161,0,0,135000,894906,26293.5,747000,0.008474,-19059,-4781,-9865,-2578,0,2,14
149162,0,0,112500,913500,30321,913500,0.030755,-21756,-3190,-10917,-4791,1,2,11
149167,0,2,157500,450000,22500,450000,0.032561,-16810,-251,-693,-366,0,1,15
149168,0,0,112500,275040,10368,180000,0.022625,-10593,-1000,-4495,-426,1,2,13
149169,0,0,144000,697500,27792,697500,0.026392,-22605,365243,-12629,-4797,0,2,12
149170,0,0,76500,675000,21775.5,675000,0.026392,-20727,365243,-6570,-3827,0,2,9
149171,0,0,247500,158301,18913.5,148500,0.00702,-19201,-10720,-7309,-1065,0,2,10
149172,0,0,144000,251091,23607,238500,0.072508,-8409,-392,-7585,-1093,0,1,16
149173,0,0,180000,640080,22990.5,450000,0.035792,-16424,-2843,-4916,-3880,0,2,12
149174,0,0,157500,1575000,41679,1575000,0.026392,-22739,365243,-867,-1855,0,2,12
149175,0,0,135000,675000,24376.5,675000,0.022625,-20074,-8570,-460,-3505,1,2,16
149176,0,0,144000,225000,10822.5,225000,0.015221,-11002,-3912,-3176,-947,0,2,15
149177,0,1,270000,315000,25254,315000,0.04622,-13775,-6353,-7532,-1366,0,1,17
149178,0,0,157500,283419,18243,234000,0.030755,-18075,-7373,-6392,-1620,0,2,10
149179,0,1,211500,728460,44563.5,675000,0.009175,-13717,-1385,-4942,-669,1,2,13
149180,0,0,180000,1077061.5,31617,940500,0.02461,-22333,365243,-951,-2880,0,2,13
149181,0,0,112500,932643,27400.5,778500,0.028663,-18552,-484,-9480,-2099,0,2,16
149182,0,0,171000,319500,23377.5,319500,0.01452,-20893,365243,-1323,-4045,0,2,8
149183,0,0,76500,450000,21888,450000,0.030755,-8066,-134,-6462,-727,1,2,13
149184,0,1,292500,270000,13500,270000,0.011703,-11433,-3621,-1885,-3544,0,2,12
149185,1,1,67500,320382,17509.5,229500,0.009175,-9122,-1567,-3513,-245,0,2,10
149186,0,1,112500,450000,23692.5,450000,0.018209,-8687,-457,-725,-1358,0,3,13
149187,0,1,157500,808650,26217,675000,0.020246,-13301,-5327,-5779,-4050,0,3,8
149188,0,0,88200,148365,10453.5,135000,0.010006,-23707,365243,-4414,-4951,0,2,13
149189,0,0,126000,900000,39645,900000,0.035792,-14280,-1641,-72,-4603,0,2,9
149190,0,0,162000,479578.5,23071.5,414000,0.019101,-22561,365243,-5726,-4612,0,2,15
149191,0,0,270000,405000,11268,405000,0.011703,-16206,-1816,-5287,-4727,0,2,15
149192,0,0,90000,284256,30744,270000,0.020713,-10727,-162,-3686,-3380,1,3,6
149193,0,0,135000,675000,19867.5,675000,0.018209,-22011,365243,-11136,-4067,0,3,13
149194,1,0,405000,900000,32458.5,900000,0.026392,-12150,-194,-545,-1624,0,2,15
149195,0,1,90000,1078200,31653,900000,0.020246,-15237,-4723,-2397,-4558,0,3,15
149196,0,0,153000,675000,32602.5,675000,0.026392,-23046,365243,-8071,-4318,0,2,11
149197,0,0,256500,752742,71599.5,697500,0.032561,-14817,-1042,-5331,-3849,0,1,11
149198,0,0,135000,123993,8946,103500,0.030755,-20849,-4023,-10458,-3955,0,2,10
149199,0,0,148500,781920,25839,675000,0.019101,-19452,365243,-8323,-2987,0,2,16
149200,0,1,225000,1971072,68643,1800000,0.0228,-11714,-1740,-187,-4359,0,2,13
149201,0,0,72000,128092.5,10399.5,103500,0.031329,-9347,-402,-1280,-1993,0,2,16
149202,0,2,292500,684751.5,41890.5,634500,0.04622,-18376,-2415,-3509,-1927,0,1,18
149203,0,0,54000,152820,8532,135000,0.010276,-24159,365243,-13274,-3688,0,2,13
149204,1,0,135000,808650,26217,675000,0.04622,-14857,-890,-8896,-1557,1,1,11
149205,0,2,360000,751500,50422.5,751500,0.072508,-15400,-796,-3848,-4824,0,1,13
149206,0,0,67500,448056,21919.5,315000,0.019689,-18845,365243,-4422,-2386,0,2,9
149207,0,0,180000,1125000,47664,1125000,0.003122,-22629,365243,-3143,-5353,0,3,14
149208,1,1,180000,180000,9000,180000,0.04622,-8076,-748,-6408,-744,0,1,10
149209,0,0,157500,450000,22500,450000,0.018209,-22978,365243,-994,-4139,0,3,10
149210,0,0,225000,906228,38394,810000,0.072508,-22166,-3945,-1482,-5392,0,1,19
149211,0,0,135000,254700,26874,225000,0.009549,-15310,-2711,-2686,-4169,0,2,11
149212,0,0,90000,314055,13963.5,238500,0.009657,-18832,-5376,-10546,-2375,0,2,15
149213,0,1,180000,381528,18684,315000,0.015221,-15806,-202,-401,-4506,1,2,8
149215,0,0,180000,112500,5742,112500,0.025164,-13951,-6294,-5782,-4242,1,2,17
149216,0,0,90000,816660,30132,585000,0.010556,-19307,-6172,-977,-2559,0,3,9
149217,0,0,67500,284400,16011,225000,0.019101,-24323,365243,-13087,-4484,0,2,9
149218,0,1,36000,152820,8901,135000,0.018634,-15356,-1296,-8160,-4893,1,2,10
149219,0,0,216000,808650,23773.5,675000,0.003069,-19387,-11343,-11326,-2688,0,3,11
149220,0,0,157500,592560,31023,450000,0.031329,-9335,-1194,-4615,-2007,0,2,11
149221,0,0,74250,76410,7573.5,67500,0.018209,-22145,365243,-4088,-4334,0,3,10
149222,0,0,135000,1350000,37125,1350000,0.04622,-21692,-6232,-10884,-4243,0,1,15
149223,0,0,189000,1724220,47542.5,1350000,0.035792,-19161,-466,-4447,-2661,0,2,11
149224,0,0,126000,900000,26446.5,900000,0.008474,-10887,-2037,-4667,-910,1,2,14
149225,0,1,157500,254700,14751,225000,0.030755,-14782,-486,-3878,-5036,0,2,17
149226,0,0,202500,457717.5,25686,414000,0.008474,-22288,365243,-5942,-4884,0,2,10
149227,0,1,94500,675000,21906,675000,0.0228,-13961,-6750,-6625,-4700,0,2,11
149228,0,2,126000,1546020,45333,1350000,0.04622,-14294,-1751,-7495,-4512,0,1,15
149229,0,0,225000,292500,14625,292500,0.0228,-18343,-469,-3997,-1884,0,2,15
149230,0,0,135000,260640,26838,225000,0.032561,-24105,365243,-1696,-4102,0,1,11
149232,0,1,70798.5,450000,17140.5,450000,0.030755,-9549,-802,-3983,-2209,1,2,13
149233,1,2,270000,573408,23152.5,495000,0.003069,-18126,-1699,-3319,-1504,0,3,14
149234,0,0,135000,616500,17667,616500,0.022625,-10515,-1141,-5264,-3127,1,2,16
149235,0,0,225000,227520,18103.5,180000,0.010276,-12410,-657,-5636,-4358,0,2,9
149238,0,0,135000,2517300,66532.5,2250000,0.035792,-22132,365243,-753,-3877,0,2,16
149239,0,0,90000,582768,32539.5,540000,0.009334,-15803,-431,-9564,-4622,0,2,10
149240,1,0,112500,545040,26640,450000,0.028663,-8708,-313,-8703,-1385,0,2,12
149241,0,1,112500,1092519,31311,954000,0.016612,-11573,-1483,-3249,-4263,1,2,12
149242,0,0,135000,450000,30204,450000,0.014464,-20823,-496,-5082,-3297,0,2,3
149243,0,0,225000,675000,34596,675000,0.019101,-11889,-2628,-1455,-4271,0,2,16
149244,1,0,225000,339241.5,16627.5,238500,0.031329,-11773,-1328,-1176,-4174,0,2,12
149245,0,0,135000,333000,17131.5,333000,0.018209,-10310,-622,-2312,-2843,0,3,14
149248,0,2,382500,557770.5,23445,481500,0.072508,-14873,-2911,-7967,-4458,0,1,17
149249,0,2,157500,326439,16006.5,229500,0.01885,-14862,-3676,-7602,-4046,0,2,13
149250,0,0,144000,450000,24412.5,450000,0.032561,-23091,-3006,-1911,-2445,1,1,1
149251,0,1,135000,388066.5,25933.5,351000,0.015221,-9129,-897,-3085,-1792,1,2,15
149252,0,0,270000,1495773,77580,1386000,0.011657,-18355,-5887,-7814,-1836,0,1,16
149255,0,0,33300,101880,10053,90000,0.020246,-23709,365243,-3800,-3796,0,3,7
149256,0,0,99000,495000,28417.5,495000,0.015221,-20051,-13360,-8198,-3601,0,2,8
149257,0,0,225000,370912.5,31963.5,337500,0.007114,-17390,-1566,-2312,-919,0,2,11
149258,0,2,225000,1223010,51948,1125000,0.002042,-13544,-5014,-1525,-5074,1,3,12
149259,0,0,162000,247500,17986.5,247500,0.018209,-15501,-3098,-293,-3232,0,3,13
149260,0,1,90000,450000,23107.5,450000,0.026392,-16337,-321,-337,-2234,0,2,12
149261,1,1,225000,539100,27652.5,450000,0.025164,-13048,-440,-724,-4662,0,2,9
149262,0,0,315000,1019790,51934.5,918000,0.072508,-22835,-11253,-11430,-4487,0,1,11
149263,0,0,180000,1493086.5,47011.5,1363500,0.010032,-21972,365243,-13175,-4151,0,2,5
149264,0,1,202500,1078200,38331,900000,0.019101,-12479,-2044,-2795,-4160,0,2,13
